id,title,authors,venue,year
"conf/vldb/SarawagiBKM02","ALIAS: An Active Learning led Interactive Deduplication System","S Sarawagi, A Bhamidipaty, A Kirpal, C Mouli","VLDB",2002
"conf/vldb/RantzauCHM02","Champagne: Data Change Propagation for Heterogeneous Information Systems","R Rantzau, C Constantinescu, U Heinkel, H Meinecke","VLDB",2002
"conf/vldb/HerlekarDRGS02","enTrans: A System for Flexible Consistency Maintenance in Directory Applications","A Herlekar, A Deopujari, K Ramamritham, S Gopale, S Shukla","VLDB",2002
"conf/vldb/BohannonFHRRS02","LegoDB: Customizing Relational Storage for XML Documents","P Bohannon, J Freire, J Haritsa, M Ramanath, P Roy, J Siméon","VLDB",2002
"conf/vldb/AbiteboulBMMW02","Active XML: Peer-to-Peer Data and Web Services Integration","S Abiteboul, O Benjelloun, I Manolescu, T Milo, R Weber","VLDB",2002
"conf/vldb/RaghavanG01","Crawling the Hidden Web","S Raghavan, H Garcia-Molina","VLDB",2001
"conf/vldb/StanoiRAA01","Discovery of Influence Sets in Frequently Updated Databases","I Stanoi, M Riedewald, D Agrawal, A Abbadi","VLDB",2001
"conf/vldb/AmirKN01","Analyzing Quantitative Databases: Image is Everything","A Amir, R Kashi, N Netanyahu","VLDB",2001
"conf/vldb/ChirkovaHS01","A Formal Perspective on the View Selection Problem","R Chirkova, A Halevy, D Suciu","VLDB",2001
"conf/vldb/MadhavanBR01","Generic Schema Matching with Cupid","J Madhavan, P Bernstein, E Rahm","VLDB",2001
"conf/vldb/Wadler01","Et tu, XML? The downfall of the relational empire (abstract)","P Wadler","VLDB",2001
"conf/vldb/DayalHL01","Business Process Coordination: State of the Art, Trends, and Open Issues","U Dayal, M Hsu, R Ladin","VLDB",2001
"conf/vldb/CherniackFZ01","Data Management for Pervasive Computing","M Cherniack, M Franklin, S Zdonik","VLDB",2001
"conf/vldb/KoudasS03","Data Stream Query Processing: A Tutorial","N/A","N/A",2003
"conf/vldb/JagatheesanMPW03","Grid Data Management Systems & Services","N/A","N/A",2003
"conf/vldb/CeriM03","Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques","N/A","N/A",2003
"conf/vldb/ShashaB02","Database Tuning: Principles, Experiments, and Troubleshooting Techniques","D Shasha, P Bonnet","VLDB",2002
"conf/vldb/GottlobKP02","Efficient Algorithms for Processing XPath Queries","G Gottlob, C Koch, R Pichler","VLDB",2002
"conf/vldb/CormodeDIM02","Comparing Data Streams Using Hamming Norms (How to Zero In)","G Cormode, M Datar, P Indyk, S Muthukrishnan","VLDB",2002
"conf/vldb/RamamurthyDS02","A Case for Fractured Mirrors","R Ramamurthy, D DeWitt, Q Su","VLDB",2002
"conf/vldb/ChakrabartiRS02","Fast and Accurate Text Classification via Multiple Linear Discriminant Projections","S Chakrabarti, S Roy, M Soundalgekar","VLDB",2002
"conf/vldb/Nori02","eBusiness Standards and Architectures","N/A","N/A",2002
"conf/vldb/GarofalakisG02","Querying and Mining Data Streams: You Only Get One Look","N/A","N/A",2002
"conf/vldb/Mohan02","Application Servers and Associated Technologies","N/A","N/A",2002
"conf/vldb/Sarawagi02","Automation in Information Extraction and Data Integration","N/A","N/A",2002
"conf/vldb/Chakrabarti02","Searching and Mining Fine-Grained Semi-Structured Data","N/A","N/A",2002
"conf/vldb/Faloutsos02","Sensor Data Mining: Similarity Search and Pattern Analysis","N/A","N/A",2002
"conf/vldb/ImielinskiB02","Wireless Graffiti - Data, Data Everywhere Matters","T Imielinski, B Badrinath","VLDB",2002
"conf/vldb/WeikumMHZ02","Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering","G Weikum, A Mönkeberg, C Hasse, P Zabback","VLDB",2002
"conf/vldb/AshwinGG02","Adaptable Similarity Search using Non-Relevant Information","T Ashwin, R Gupta, S Ghosal","VLDB",2002
"conf/vldb/CosleyLP02","REFEREE: An Open Framework for Practical Testing of Recommender Systems using ResearchIndex","D Cosley, S Lawrence, D Pennock","VLDB",2002
"conf/vldb/ConradGJM02","Database Selection Using Actual Physical and Acquired Logical Collection Resources in a Massive Domain-specific Operational Environment","J Conrad, X Guo, P Jackson, M Meziou","VLDB",2002
"conf/vldb/OzsoyogluAAOUO02","Sideway Value Algebra for Object-Relational Databases","G Özsoyoglu, A Al-Hamdani, I Altingövde, S Özel, Ö Ulusoy, Z Özsoyoglu","VLDB",2002
"conf/vldb/Moerkotte02","Incorporating XSL Processing into Database Engines","G Moerkotte","VLDB",2002
"conf/vldb/ParkMC02","Structural Function Inlining Technique for Structurally Recursive XML Queries","C Park, J Min, C Chung","VLDB",2002
"conf/vldb/BouganimP02","Chip-Secured Data Access: Confidential Data on Untrusted Servers","L Bouganim, P Pucheral","VLDB",2002
"conf/vldb/BohannonGKNS02","Optimizing View Queries in ROLEX to Support Navigable Result Trees","P Bohannon, S Ganguly, H Korth, P Narayan, P Shenoy","VLDB",2002
"conf/vldb/AgrawalK02","Watermarking Relational Databases","R Agrawal, J Kiernan","VLDB",2002
"conf/vldb/AgrawalKSX02","Hippocratic Databases","R Agrawal, J Kiernan, R Srikant, Y Xu","VLDB",2002
"conf/vldb/GhoshPSH02","Plan Selection Based on Query Clustering","A Ghosh, J Parikh, V Sengar, J Haritsa","VLDB",2002
"conf/vldb/HulgeriS02","Parametric Query Optimization for Linear and Piecewise Linear Cost Functions","A Hulgeri, S Sudarshan","VLDB",2002
"conf/vldb/ChandrasekaranF02","Streaming Queries over Streaming Data","S Chandrasekaran, M Franklin","VLDB",2002
"conf/vldb/ManegoldBK02","Generic Database Cost Models for Hierarchical Memory Systems","S Manegold, P Boncz, M Kersten","VLDB",2002
"conf/vldb/LudascherMP02","A Transducer-Based XML Query Processor","B Ludäscher, P Mukhopadhyay, Y Papakonstantinou","VLDB",2002
"conf/vldb/CarneyCCCLSSTZ02","Monitoring Streams - A New Class of Data Management Applications","D Carney, U Çetintemel, M Cherniack, C Convey, S Lee, G Seidman, M Stonebraker, N Tatbul, S Zdonik","VLDB",2002
"conf/vldb/ChanGR02","RE-Tree: An Efficient Index Structure for Regular Expressions","C Chan, M Garofalakis, R Rastogi","VLDB",2002
"conf/vldb/KossmannRR02","Shooting Stars in the Sky: An Online Algorithm for Skyline Queries","D Kossmann, F Ramsak, S Rost","VLDB",2002
"conf/vldb/KaushikBNS02","Updates for Structure Indexes","R Kaushik, P Bohannon, J Naughton, P Shenoy","VLDB",2002
"conf/vldb/ChienVZTZ02","Efficient Structural Joins on Indexed XML Documents","S Chien, Z Vagena, D Zhang, V Tsotras, C Zaniolo","VLDB",2002
"conf/vldb/Kiessling02","Foundations of Preferences in Database Systems","W Kießling","VLDB",2002
"conf/vldb/ChenHWW02","Multi-Dimensional Regression Analysis of Time-Series Data Streams","Y Chen, G Dong, J Han, B Wah, J Wang","VLDB",2002
"conf/vldb/TaoPS02","Continuous Nearest Neighbor Search","Y Tao, D Papadias, Q Shen","VLDB",2002
"conf/vldb/DittrichSTW02","Progressive Merge Join: A Generic and Non-blocking Sort-based Join Algorithm","J Dittrich, B Seeger, D Taylor, P Widmayer","VLDB",2002
"conf/vldb/LempelM02","Optimizing Result Prefetching in Web Search Engines with Segmented Indices","R Lempel, S Moran","VLDB",2002
"conf/vldb/LifantsevC02","I/O-Conscious Data Preparation for Large-Scale Web Search Engines","M Lifantsev, T Chiueh","VLDB",2002
"conf/vldb/MankuM02","Approximate Frequency Counts over Data Streams","G Manku, R Motwani","VLDB",2002
"conf/vldb/ZhuS02","StatStream: Statistical Monitoring of Thousands of Data Streams in Real Time","Y Zhu, D Shasha","VLDB",2002
"conf/vldb/TaoP02","Adaptive Index Structures","Y Tao, D Papadias","VLDB",2002
"conf/vldb/LimWPVP02","XPathLearner: An On-line Self-Tuning Markov Histogram for XML Path Selectivity Estimation","L Lim, M Wang, S Padmanabhan, J Vitter, R Parr","VLDB",2002
"conf/vldb/IpeirotisG02","Distributed Search over the Hidden Web: Hierarchical Database Sampling and Selection","P Ipeirotis, L Gravano","VLDB",2002
"conf/vldb/Keogh02","Exact Indexing of Dynamic Time Warping","E Keogh","VLDB",2002
"conf/vldb/ChoALS02","Optimizing the Secure Evaluation of Twig Queries","S Cho, S Amer-Yahia, L Lakshmanan, D Srivastava","VLDB",2002
"conf/vldb/YuSLJ02","Compressed Accessibility Map: Efficient Access Control for XML","T Yu, D Srivastava, L Lakshmanan, H Jagadish","VLDB",2002
"conf/vldb/PolyzotisG02","Structure and Value Synopses for XML Data Graphs","N Polyzotis, M Garofalakis","VLDB",2002
"conf/vldb/GilbertKMS02","How to Summarize the Universe: Dynamic Maintenance of Quantiles","A Gilbert, Y Kotidis, S Muthukrishnan, M Strauss","VLDB",2002
"conf/vldb/Uhl02","A Bandwidth Model for Internet Search","A Uhl","VLDB",2002
"conf/vldb/ShahRS02","Maintaining Coherency of Dynamic Data in Cooperating Repositories","S Shah, K Ramamritham, P Shenoy","VLDB",2002
"conf/vldb/ChoN02","Effective Change Detection Using Sampling","J Cho, A Ntoulas","VLDB",2002
"conf/vldb/BettiniJWW02","Provisions and Obligations in Policy Management and Security Applications","C Bettini, S Jajodia, X Wang, D Wijesekera","VLDB",2002
"conf/vldb/AnanthakrishnaCG02","Eliminating Fuzzy Duplicates in Data Warehouses","R Ananthakrishna, S Chaudhuri, V Ganti","VLDB",2002
"conf/vldb/KounevB02","Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services","S Kounev, A Buchmann","VLDB",2002
"conf/vldb/CandanALPH02","View Invalidation for Dynamic Content Caching in Multitiered Architectures","K Candan, D Agrawal, W Li, O Po, W Hsiung","VLDB",2002
"conf/vldb/BrightR02","Using Latency-Recency Profiles for Data Delivery on the Web","L Bright, L Raschid","VLDB",2002
"conf/vldb/HammelP02","Searching on the Secondary Structure of Protein Sequences","L Hammel, J Patel","VLDB",2002
"conf/vldb/StolteA02","Efficient Exploration of Large Scientific Databases","E Stolte, G Alonso","VLDB",2002
"conf/vldb/DoR02","COMA - A System for Flexible Combination of Schema Matching Approaches","H Do, E Rahm","VLDB",2002
"conf/vldb/PopaVMHF02","Translating Web Data","L Popa, Y Velegrakis, R Miller, M Hernández, R Fagin","VLDB",2002
"journals/tods/AikenHW95","Static Analysis Techniques for Predicting the Behavior of Active Database Rules","A Aiken, J Hellerstein, J Widom","ACM Trans. Database Syst.",1995
"journals/tods/Chen95","Declarative Updates of Relational Databases","W Chen","ACM Trans. Database Syst.",1995
"journals/tods/Jagadish95","The INCINERATE Data Model","H Jagadish","ACM Trans. Database Syst.",1995
"journals/tods/GoldmanL94","Quorum Consensus in Nested Transaction Systems","K Goldman, N Lynch","ACM Trans. Database Syst.",1994
"journals/tods/CeriFPT95","\Addendum to \""\""Automatic Generation of Production Rules for Integrity Maintenance\""\""\""""","S Ceri, P Fraternali, S Paraboschi, L Tanca","ACM Trans. Database Syst.",1995
"journals/tods/BaekgaardM95","Incremental Computation of Nested Relational Query Expressions","L Bækgaard, L Mark","ACM Trans. Database Syst.",1995
"journals/tods/Chomicki95","Efficient Checking of Temporal Integrity Constraints Using Bounded History Encoding","J Chomicki","ACM Trans. Database Syst.",1995
"journals/tods/GraefeC95","Fast Algorithms for Universal Quantification in Large Databases","G Graefe, R Cole","ACM Trans. Database Syst.",1995
"journals/tods/SrivastavaSRN95","Space Optimization in Deductive Databases","D Srivastava, S Sudarshan, R Ramakrishnan, J Naughton","ACM Trans. Database Syst.",1995
"journals/tods/Chen95a","Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics","W Chen","ACM Trans. Database Syst.",1995
"journals/tods/IoannidisR95","Containment of Conjunctive Queries: Beyond Relations as Sets","Y Ioannidis, R Ramakrishnan","ACM Trans. Database Syst.",1995
"journals/tods/ShashaLSV95","Transaction Chopping: Algorithms and Performance Studies","D Shasha, F Llirbat, E Simon, P Valduriez","ACM Trans. Database Syst.",1995
"journals/tods/MokNE96","A Normal Form for Precisely Characterizing Redundancy in Nested Relations","W Mok, Y Ng, D Embley","ACM Trans. Database Syst.",1996
"journals/tods/MumickFPR96","Magic Conditions","I Mumick, S Finkelstein, H Pirahesh, R Ramakrishnan","ACM Trans. Database Syst.",1996
"journals/tods/ChenHM95","An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update","I Chen, R Hull, D McLeod","ACM Trans. Database Syst.",1995
"journals/tods/FraternaliT95","A Structured Approach for the Definition of the Semantics of Active Databases","P Fraternali, L Tanca","ACM Trans. Database Syst.",1995
"journals/tods/GuoSW96","Solving Satisfiability and Implication Problems in Database Systems","S Guo, W Sun, M Weiss","ACM Trans. Database Syst.",1996
"journals/tods/BellNNS96","Implementing Deductive Databases by Mixed Integer Programming","C Bell, A Nerode, R Ng, V Subrahmanian","ACM Trans. Database Syst.",1996
"journals/tods/BunemanO96","Polymorphism and Type Inference in Database Programming","P Buneman, A Ohori","ACM Trans. Database Syst.",1996
"journals/tods/BaralisCP96","Modularization Techniques for Active Rules Design","E Baralis, S Ceri, S Paraboschi","ACM Trans. Database Syst.",1996
"journals/tods/GhandeharizadehHJ96","Heraclitus: Elevating Deltas to be First-Class Citizens in a Database Programming Language","S Ghandeharizadeh, R Hull, D Jacobs","ACM Trans. Database Syst.",1996
"journals/tods/DeyS96","A Probabilistic Relational Model and Algebra","D Dey, S Sarkar","ACM Trans. Database Syst.",1996
"journals/tods/Ross96","Tail Recursion Elimination in Deductive Databases","K Ross","ACM Trans. Database Syst.",1996
"journals/tods/LiuM96","The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach","L Liu, R Meersman","ACM Trans. Database Syst.",1996
"journals/tods/RaschidL96","Semantics for Update Rule Programs and Implementations in a Relational Database Management System","L Raschid, J Lobo","ACM Trans. Database Syst.",1996
"journals/tods/Kuo96","Model and Verification of a Data Manager Based on ARIES","D Kuo","ACM Trans. Database Syst.",1996
"journals/tods/CiacciaTZ96","Declustering of Key-Based Partitioned Signature Files","P Ciaccia, P Tiberio, P Zezula","ACM Trans. Database Syst.",1996
"journals/tods/LitwinN96","LH* - A Scalable, Distributed Data Structure","W Litwin, M Neimat, D Schneider","ACM Trans. Database Syst.",1996
"journals/tods/Galindo-LegariaR97","Outerjoin Simplification and Reordering for Query Optimization","C Galindo-Legaria, A Rosenthal","ACM Trans. Database Syst.",1997
"journals/tods/CliffordDIJS97","On the Semantics of ``Now'' in Databases","J Clifford, C Dyreson, T Isakowitz, C Jensen, R Snodgrass","ACM Trans. Database Syst.",1997
"journals/tods/Keen97","Extended Ehemeral Logging: Log Storage Management for Applications with Long Lived Transactions","J Keen, W Dally","ACM Trans. Database Syst.",1997
"journals/tods/PetersO97","An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems","R Peters, M Özsu","ACM Trans. Database Syst.",1997
"journals/vldb/BernsteinIR03","Guest editorial","N/A","N/A",2003
"journals/vldb/ChanGR03","RE-tree: an efficient index structure for regular expressions","C Chan, M Garofalakis, R Rastogi","VLDB J.",2003
"journals/vldb/AbadiCCCCLSTZ03","Aurora: a new model and architecture for data stream management","D Abadi, D Carney, U Çetintemel, M Cherniack, C Convey, S Lee, M Stonebraker, N Tatbul, S Zdonik","VLDB J.",2003
"journals/vldb/ChakrabartiRS03","Fast and accurate text classification via multiple linear discriminant projections pp","S Chakrabarti, S Roy, M Soundalgekar","VLDB J.",2003
"journals/vldb/YangW03","Incremental computation and maintenance of temporal aggregates","J Yang, J Widom","VLDB J.",2003
"journals/vldb/RamamurthyDS03","A case for fractured mirrors","R Ramamurthy, D DeWitt, Q Su","VLDB J.",2003
"journals/vldb/HelmerM03","A performance study of four index structures for set-valued attributes of low cardinality","S Helmer, G Moerkotte","VLDB J.",2003
"journals/vldb/ChuaCL03","Instance-based attribute identification in database integration","C Cecil, R Chiang, E Lim","VLDB J.",2003
"journals/vldb/FungKL03","Cost-driven vertical class partitioning for methods in object oriented databases","C Fung, K Karlapalem, Q Li","VLDB J.",2003
"journals/vldb/Li03","Computing complete answers to queries in the presence of limited access patterns","C Li","VLDB J.",2003
"journals/vldb/HalkidiNVV03","THESUS: Organizing Web document collections based on link semantics","M Halkidi, B Nguyen, I Varlamis, M Vazirgiannis","VLDB J.",2003
"journals/vldb/FiletoLPAM03","POESIA: An ontological workflow approach for composing Web services in agriculture","R Fileto, L Liu, C Pu, E Assad, C Medeiros","VLDB J.",2003
"journals/vldb/MaedcheMS03","Managing multiple and distributed ontologies on the Semantic Web","A Maedche, B Motik, L Stojanovic","VLDB J.",2003
"journals/vldb/DoanMDDH03","Learning to match ontologies on the Semantic Web","A Doan, J Madhavan, R Dhamankar, P Domingos, A Halevy","VLDB J.",2003
"journals/vldb/MedjahedBE03","Composing Web services on the Semantic Web","B Medjahed, A Bouguettaya, A Elmagarmid","VLDB J.",2003
"journals/vldb/AtluriJY03","Guest editorial","N/A","N/A",2003
"journals/tods/Kim94","Charter and Scope","W Kim","ACM Trans. Database Syst.",1994
"journals/tods/SalemGS94","Altruistic Locking","K Salem, H Garcia-Molina, J Shands","ACM Trans. Database Syst.",1994
"journals/tods/CliffordC94","On Completeness of Historical Relational Query Languages","J Clifford, A Croker, A Tuzhilin","ACM Trans. Database Syst.",1994
"journals/tods/TendickM94","A Modified Random Perturbation Method for Database Security","P Tendick, N Matloff","ACM Trans. Database Syst.",1994
"journals/tods/OliverS94","A Taxonomy for Secure Object-Oriented Databases","M Olivier, S Solms","ACM Trans. Database Syst.",1994
"journals/tods/ScioreSR94","Using Semantic Values to Falilitate Interoperability Among Heterogeneous Information Systems","E Sciore, M Siegel, A Rosenthal","ACM Trans. Database Syst.",1994
"journals/tods/YanG94","Index Structures for Selective Dissemination of Information Under the Boolean Model","T Yan, H Garcia-Molina","ACM Trans. Database Syst.",1994
"journals/tods/Subrahmanian94","Amalgamating Knowledge Bases","V Subrahmanian","ACM Trans. Database Syst.",1994
"journals/tods/BrightHP94","Automated Resolution of Semantic Heterogeneity in Multidatabases","M Bright, A Hurson, S Pakzad","ACM Trans. Database Syst.",1994
"journals/tods/RosenthalR94","Tools and Transformations - Rigorous and Otherwise - for Practical Database Design","A Rosenthal, D Reiner","ACM Trans. Database Syst.",1994
